QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following
Do women in power mostly have short hair?,https://www.quora.com/Do-women-in-power-mostly-have-short-hair-2,,,,,,,,,,
Why are women related to kitchen? Since when this stereotyping start?,https://www.quora.com/Why-are-women-related-to-kitchen-Since-when-this-stereotyping-start,,,,,,,,,,
What does hair curling mean in front of a man?,https://www.quora.com/What-does-hair-curling-mean-in-front-of-a-man,,,,,,,,,,
What's a good name for a sex toy marketed to lonely women?,https://www.quora.com/Whats-a-good-name-for-a-sex-toy-marketed-to-lonely-women,,,,,,,,,,
How do I kill my girlfriend silently with minimum noise in a railway station?,https://www.quora.com/How-do-I-kill-my-girlfriend-silently-with-minimum-noise-in-a-railway-station,,,,,,,,,,
Life became meaningless after I got to know my wife. What should I do?,https://www.quora.com/Life-became-meaningless-after-I-got-to-know-my-wife-What-should-I-do,,,,,,,,,,
"Question That Contains Assumptions: Given that most successful (read wealthy) people are men and given that every girl or woman wants to marry a successful man, how practical is it for women in general to love their husband who is just another good guy?",https://www.quora.com/Question-That-Contains-Assumptions-1/Given-that-most-successful-read-wealthy-people-are-men-and-given-that-every-girl-or-woman-wants-to-marry-a-successful-man-how-practical-is-it-for-women-in-general-to-love-their-husband-who-is-just-another-good-guy,,,,,,,,,,
Body Weight: How much does a boob weigh?,https://www.quora.com/Body-Weight/How-much-does-a-boob-weigh,,,,,,,,,,
Why do women lose interest when you say you work in IT?,https://www.quora.com/Why-do-women-lose-interest-when-you-say-you-work-in-IT,,,,,,,,,,
What should handsome guys look like according to girls?,https://www.quora.com/What-should-handsome-guys-look-like-according-to-girls,,,,,,,,,,
"Hypothetical Scenarios: What should I do after killing my wife, to escape from the police?",https://www.quora.com/Hypothetical-Scenarios/What-should-I-do-after-killing-my-wife-to-escape-from-the-police,,,,,,,,,,
Question That Contains Assumptions: Do delicate brain fibres make women less intellectual than men?,https://www.quora.com/Question-That-Contains-Assumptions-1/Do-delicate-brain-fibres-make-women-less-intellectual-than-men,,,,,,,,,,
"When a woman checks out a man, what kind of thoughts cross her mind?",https://www.quora.com/When-a-woman-checks-out-a-man-what-kind-of-thoughts-cross-her-mind,,,,,,,,,,
Feminist: what feminist achieved for the benefit of men so far?,https://www.quora.com/Feminist-what-feminist-achieved-for-the-benefit-of-men-so-far,,,,,,,,,,
"Do girls play sex things with their pet (cat, dog) if yes how? Plz answer frankly I really am curious",https://www.quora.com/Do-girls-play-sex-things-with-their-pet-cat-dog-if-yes-how-Plz-answer-frankly-I-really-am-curious,,,,,,,,,,
Do most women consider jealousy to be healthy in a relationship?,https://www.quora.com/Do-most-women-consider-jealousy-to-be-healthy-in-a-relationship,,,,,,,,,,
How can I control abusing My Girl friend?,https://www.quora.com/How-can-I-control-abusing-My-Girl-friend,,,,,,,,,,
What happen if a girl fucked so many times and what harmonic change in her body?,https://www.quora.com/What-happen-if-a-girl-fucked-so-many-times-and-what-harmonic-change-in-her-body,,,,,,,,,,
Are there nymphomaniacs in Cincinnati?,https://www.quora.com/Are-there-nymphomaniacs-in-Cincinnati,,,,,,,,,,
Is it true that women prefer dark features in men?,https://www.quora.com/Is-it-true-that-women-prefer-dark-features-in-men,,,,,,,,,,
What percentage of White Midwestern American 17-year old Catholic Girls shave their vulva area?,https://www.quora.com/What-percentage-of-White-Midwestern-American-17-year-old-Catholic-Girls-shave-their-vulva-area,,,,,,,,,,
"Do skinny girls with big racks, who flirt with men at bars feel more insecure than women with average and plus size builds?",https://www.quora.com/Do-skinny-girls-with-big-racks-who-flirt-with-men-at-bars-feel-more-insecure-than-women-with-average-and-plus-size-builds,,,,,,,,,,
I moved in with my flatmate 3 months ago and he's had a girlfriend installed ever since. What should I do?,https://www.quora.com/I-moved-in-with-my-flatmate-3-months-ago-and-hes-had-a-girlfriend-installed-ever-since-What-should-I-do,,,,,,,,,,
How can you figure out someone's breast size just by looking at them?,https://www.quora.com/How-can-you-figure-out-someones-breast-size-just-by-looking-at-them,,,,,,,,,,
Why does the Western world want more female engineers all of a sudden? And what kind of engineers?,https://www.quora.com/Why-does-the-Western-world-want-more-female-engineers-all-of-a-sudden-And-what-kind-of-engineers,,,,,,,,,,
"As a pregnant woman, how to you plan to  celebrate Labor Day?",https://www.quora.com/As-a-pregnant-woman-how-to-you-plan-to-celebrate-Labor-Day,,,,,,,,,,
How do you get a woman to get her boobs out?,https://www.quora.com/How-do-you-get-a-woman-to-get-her-boobs-out,,,,,,,,,,
"Do girls/women have a different built in, innate moral compass, and sense of ethics?",https://www.quora.com/Do-girls-women-have-a-different-built-in-innate-moral-compass-and-sense-of-ethics,,,,,,,,,,
Is giving a blowjob dangerous? (see details),https://www.quora.com/Is-giving-a-blowjob-dangerous-see-details,,,,,,,,,,
Why does my 17 year old daughter pee's through her bikini?,https://www.quora.com/Why-does-my-17-year-old-daughter-pees-through-her-bikini,,,,,,,,,,
What if yoga pants didn't exist?,https://www.quora.com/What-if-yoga-pants-didnt-exist,,,,,,,,,,
Why do men and women disagree on most topics?,https://www.quora.com/Why-do-men-and-women-disagree-on-most-topics,,,,,,,,,,
Why do some women opt out on wearing panties when wearing skirts or dresses?,https://www.quora.com/Why-do-some-women-opt-out-on-wearing-panties-when-wearing-skirts-or-dresses,,,,,,,,,,
Do Muslim women and men pluck or shave their pubic hair in accordance to Koran?,https://www.quora.com/Do-Muslim-women-and-men-pluck-or-shave-their-pubic-hair-in-accordance-to-Koran,,,,,,,,,,
What are some books that argue against feminism?,https://www.quora.com/What-are-some-books-that-argue-against-feminism,,,,,,,,,,
What is This F**king Periods thing in women? Why that Occurs ? What are connections between that and Devotion? Ans in Hinglish if possible.,https://www.quora.com/What-is-This-F**king-Periods-thing-in-women-Why-that-Occurs-What-are-connections-between-that-and-Devotion-Ans-in-Hinglish-if-possible,,,,,,,,,,
Why don't Australian girls shave down under?,https://www.quora.com/Why-dont-Australian-girls-shave-down-under,,,,,,,,,,
Is 6 inches of length and 5.5 inches of girth too little to please a woman?,https://www.quora.com/Is-6-inches-of-length-and-5-5-inches-of-girth-too-little-to-please-a-woman,,,,,,,,,,
What is the first thought when you think of women?,https://www.quora.com/What-is-the-first-thought-when-you-think-of-women,,,,,,,,,,
"Are single mothers all arbitrary, and do they all have no concept of equality when communicating with their kids?",https://www.quora.com/Are-single-mothers-all-arbitrary-and-do-they-all-have-no-concept-of-equality-when-communicating-with-their-kids,,,,,,,,,,
Should it be illegal for women to wear revealing outfits which objectify women?,https://www.quora.com/Should-it-be-illegal-for-women-to-wear-revealing-outfits-which-objectify-women?srid=OtXY&share=1,,,,,,,,,,
Should I let my girl sit beside me to my left or right side on the bus if we sit in the left row?,https://www.quora.com/Should-I-let-my-girl-sit-beside-me-to-my-left-or-right-side-on-the-bus-if-we-sit-in-the-left-row,,,,,,,,,,
What is the best way to notify your ex-girlfriend that you want to have sex?,https://www.quora.com/What-is-the-best-way-to-notify-your-ex-girlfriend-that-you-want-to-have-sex,,,,,,,,,,
Would it be okay for me to piss outside in front of my girlfriend?,https://www.quora.com/Would-it-be-okay-for-me-to-piss-outside-in-front-of-my-girlfriend,,,,,,,,,,
"When women go through mid-life crisis, what are they likely to do?",https://www.quora.com/When-women-go-through-mid-life-crisis-what-are-they-likely-to-do,,,,,,,,,,
Question That Contains Assumptions: Why are women never satisfied even though they have it so much better than 50 years ago?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-are-women-never-satisfied-even-though-they-have-it-so-much-better-than-50-years-ago,,,,,,,,,,
Why do women get brain problems after 40?,https://www.quora.com/Why-do-women-get-brain-problems-after-40,,,,,,,,,,
"What traits evolved in women that men also share, and vice versa?",https://www.quora.com/What-traits-evolved-in-women-that-men-also-share-and-vice-versa,,,,,,,,,,
Should I text a bad girl the same way I text a good girl?,https://www.quora.com/Should-I-text-a-bad-girl-the-same-way-I-text-a-good-girl,,,,,,,,,,
What are some problems you might encounter after you get a uterus-only hysterectomy at 33?,https://www.quora.com/What-are-some-problems-you-might-encounter-after-you-get-a-uterus-only-hysterectomy-at-33,,,,,,,,,,
"Why do German girls like North African Arabs (Algerian, Egyptian, Moroccan, Tunisian, Libyan ) guys?",https://www.quora.com/Why-do-German-girls-like-North-African-Arabs-Algerian-Egyptian-Moroccan-Tunisian-Libyan-guys,,,,,,,,,,
Do men care about the opinions of women more than women care about the opinions of men?,https://www.quora.com/Do-men-care-about-the-opinions-of-women-more-than-women-care-about-the-opinions-of-men,,,,,,,,,,
Can any man get any woman he wants?,https://www.quora.com/Can-any-man-get-any-woman-he-wants,,,,,,,,,,
What are the symptoms that women feel before getting pregnant?,https://www.quora.com/What-are-the-symptoms-that-women-feel-before-getting-pregnant?srid=dYdq&share=1,,,,,,,,,,
"If a woman feeds her husband only fatty food knowing fully well it will kill him one day, is she culpable of homicide when he has his predestined heart failure and dies?",https://www.quora.com/If-a-woman-feeds-her-husband-only-fatty-food-knowing-fully-well-it-will-kill-him-one-day-is-she-culpable-of-homicide-when-he-has-his-predestined-heart-failure-and-dies,,,,,,,,,,
What are the tricky questions women ask men in day-to-day life?,https://www.quora.com/What-are-the-tricky-questions-women-ask-men-in-day-to-day-life,,,,,,,,,,
Needs Attention: How dangerous is it for a man to get a woman's neck between his thighs and squeeze?,https://www.quora.com/Needs-Attention/How-dangerous-is-it-for-a-man-to-get-a-womans-neck-between-his-thighs-and-squeeze,,,,,,,,,,
How do I conquer rude girls?,https://www.quora.com/How-do-I-conquer-rude-girls,,,,,,,,,,
What are some of the best pictures of women's breasts?,https://www.quora.com/What-are-some-of-the-best-pictures-of-womens-breasts,,,,,,,,,,
Why are women so mean to me?,https://www.quora.com/Why-are-women-so-mean-to-me,,,,,,,,,,
Why are there so few genuine women on dating sites?,https://www.quora.com/Why-are-there-so-few-genuine-women-on-dating-sites,,,,,,,,,,
Why do married women not put their husband's pictures on Facebook?,https://www.quora.com/Why-do-married-women-not-put-their-husbands-pictures-on-Facebook,,,,,,,,,,
What color clothes look the best on men according to women?,https://www.quora.com/What-color-clothes-look-the-best-on-men-according-to-women,,,,,,,,,,
Are men and women really as different as John Gray would have us believe?,https://www.quora.com/Are-men-and-women-really-as-different-as-John-Gray-would-have-us-believe,,,,,,,,,,
45 upvotes,https://www.quora.com/api/mobile_expanded_voter_list?type=board_item&key=3vHfmfCTQMW,,,,,,,,,,
"The nicer men are to women, the more they mistreat men. Should men just stop being 'nice' to women?",https://www.quora.com/The-nicer-men-are-to-women-the-more-they-mistreat-men-Should-men-just-stop-being-nice-to-women,,,,,,,,,,
What makes you feel like you're the sexiest woman in your group of friends?,https://www.quora.com/What-makes-you-feel-like-youre-the-sexiest-woman-in-your-group-of-friends,,,,,,,,,,
Attractive Women: How hot is the median 20 year old woman?,https://www.quora.com/Attractive-Women/How-hot-is-the-median-20-year-old-woman,,,,,,,,,,
Why do women moan while having sex?,https://www.quora.com/Why-do-women-moan-while-having-sex,,,,,,,,,,
Why aren't flight attendants pretty anymore?,https://www.quora.com/Why-arent-flight-attendants-pretty-anymore,,,,,,,,,,
How can a university student who teaches mature and attractive primary school girls be able to date them and even marry one?,https://www.quora.com/How-can-a-university-student-who-teaches-mature-and-attractive-primary-school-girls-be-able-to-date-them-and-even-marry-one,,,,,,,,,,
Why do people say that women's liberation ruined the family?,https://www.quora.com/Why-do-people-say-that-womens-liberation-ruined-the-family,,,,,,,,,,
What kinds of dogs are most attractive to intelligent atheist women?,https://www.quora.com/What-kinds-of-dogs-are-most-attractive-to-intelligent-atheist-women,,,,,,,,,,
What are some funny or comical incidents involving your breasts?,https://www.quora.com/What-are-some-funny-or-comical-incidents-involving-your-breasts,,,,,,,,,,
My wife is full of bad habits and is extremely resistant to change. What should I do?,https://www.quora.com/My-wife-is-full-of-bad-habits-and-is-extremely-resistant-to-change-What-should-I-do,,,,,,,,,,
How many women make over 100k/year?,https://www.quora.com/How-many-women-make-over-100k-year,,,,,,,,,,
Do women fart when they pee?,https://www.quora.com/Do-women-fart-when-they-pee,,,,,,,,,,
Do women sometimes act very polite when they actually hate you?,https://www.quora.com/Do-women-sometimes-act-very-polite-when-they-actually-hate-you,,,,,,,,,,
What song best describes what it's like to be a woman that a man would understand?,https://www.quora.com/What-song-best-describes-what-its-like-to-be-a-woman-that-a-man-would-understand,,,,,,,,,,
Have you ever had any woman throw herself at you for a relationship? Why?,https://www.quora.com/Have-you-ever-had-any-woman-throw-herself-at-you-for-a-relationship-Why,,,,,,,,,,
https://www.quora.com/Why-do-mot...,https://www.quora.com/Why-do-mothers-have-the-need-to-control-everything-at-home,,,,,,,,,,
How much does an escort earn per year in the united states? New York per say. even average escorts,https://www.quora.com/How-much-does-an-escort-earn-per-year-in-the-united-states-New-York-per-say-even-average-escorts?srid=dYdq&share=1,,,,,,,,,,
Is the number of female models in the United States on the decline in America?,https://www.quora.com/Is-the-number-of-female-models-in-the-United-States-on-the-decline-in-America,,,,,,,,,,
How do Hollywood actresses manage during their menstrual periods?,https://www.quora.com/How-do-Hollywood-actresses-manage-during-their-menstrual-periods,,,,,,,,,,
"After the Jasleen Kaur incident case, should the rights of women which can affect men in the future be withdrawn?",https://www.quora.com/After-the-Jasleen-Kaur-incident-case-should-the-rights-of-women-which-can-affect-men-in-the-future-be-withdrawn,,,,,,,,,,
Is chess that difficult for women to understand the situation and think strategically?,https://www.quora.com/Is-chess-that-difficult-for-women-to-understand-the-situation-and-think-strategically,,,,,,,,,,
Do expecting women become more attractive when pregnant with boy or girl?,https://www.quora.com/Do-expecting-women-become-more-attractive-when-pregnant-with-boy-or-girl,,,,,,,,,,
Why does my girlfriend smell like she's always on her period?,https://www.quora.com/Why-does-my-girlfriend-smell-like-shes-always-on-her-period,,,,,,,,,,
"Why is it okay for lesbians to change their clothes among other women, but it's not okay for heterosexual men?",https://www.quora.com/Why-is-it-okay-for-lesbians-to-change-their-clothes-among-other-women-but-its-not-okay-for-heterosexual-men,,,,,,,,,,
What are some common misconceptions about feminism?,https://www.quora.com/What-are-some-common-misconceptions-about-feminism,,,,,,,,,,
I dream about strangers touching and licking my vagina and fingering me. How would you lick me out?,https://www.quora.com/I-dream-about-strangers-touching-and-licking-my-vagina-and-fingering-me-How-would-you-lick-me-out,,,,,,,,,,
15 upvotes,https://www.quora.com/api/mobile_expanded_voter_list?type=board_item&key=3a6toid0sCr,,,,,,,,,,
https://www.quora.com/What-quest...,https://www.quora.com/What-questions-do-girls-like-while-texting,,,,,,,,,,
http://qr.ae/RFBoYD,https://www.quora.com/What-are-some-book-titles-that-go-in-depth-about-the-psychology-of-why-women-are-attracted-to-bad-boys?srid=tCbz&share=1,,,,,,,,,,
http://qr.ae/RF3SRX,https://www.quora.com/How-do-find-your-wife-is-sexually-satisfied-from-you?srid=tWUb&share=1,,,,,,,,,,
How are powerful women (in high positions in fortune 500 companies) in bed? How do they go from being a leader to being feminine?,https://www.quora.com/How-are-powerful-women-in-high-positions-in-fortune-500-companies-in-bed-How-do-they-go-from-being-a-leader-to-being-feminine,,,,,,,,,,
Women: Is it possible for a woman to do oral sex on a guy without really wanting it?,https://www.quora.com/Women/Is-it-possible-for-a-woman-to-do-oral-sex-on-a-guy-without-really-wanting-it,,,,,,,,,,
What is the sexual attractiveness of women in their early 40s for boys in their early 20s? Do they have great sexual feelings for their boys?,https://www.quora.com/What-is-the-sexual-attractiveness-of-women-in-their-early-40s-for-boys-in-their-early-20s-Do-they-have-great-sexual-feelings-for-their-boys,,,,,,,,,,
Why are German girls so difficult to pick up?,https://www.quora.com/Why-are-German-girls-so-difficult-to-pick-up,,,,,,,,,,
Which animals do women like the most?,https://www.quora.com/Which-animals-do-women-like-the-most,,,,,,,,,,
Youn ladies who will come to the door on line at the moment?,https://www.quora.com/Youn-ladies-who-will-come-to-the-door-on-line-at-the-moment,,,,,,,,,,
Is it helpful for a pregnant woman with an incompetent cervix to keep her legs lifted high?,https://www.quora.com/Is-it-helpful-for-a-pregnant-woman-with-an-incompetent-cervix-to-keep-her-legs-lifted-high,,,,,,,,,,
Is it unusual for women to riot?,https://www.quora.com/Is-it-unusual-for-women-to-riot,,,,,,,,,,
Rhetorical Question: Why do Scandinavian women generally have a huge obsession with black men?,https://www.quora.com/Rhetorical-Question/Why-do-Scandinavian-women-generally-have-a-huge-obsession-with-black-men,,,,,,,,,,
How come women can't be dominant in terms of a woman?,https://www.quora.com/How-come-women-cant-be-dominant-in-terms-of-a-woman,,,,,,,,,,
What classes in college am I likely to find the most attractive women?,https://www.quora.com/What-classes-in-college-am-I-likely-to-find-the-most-attractive-women,,,,,,,,,,
Why are women in construction jobs very uncommon in the West?,https://www.quora.com/Why-are-women-in-construction-jobs-very-uncommon-in-the-West,,,,,,,,,,
Why can't girls be rich themselves instead of trying to find a rich guy to date all the time?,https://www.quora.com/Why-cant-girls-be-rich-themselves-instead-of-trying-to-find-a-rich-guy-to-date-all-the-time,,,,,,,,,,
What is it like to have a stalker?,https://www.quora.com/What-is-it-like-to-have-a-stalker,,,,,,,,,,
How can a guy get a chance to serve as a foot slave for any female in India?,https://www.quora.com/How-can-a-guy-get-a-chance-to-serve-as-a-foot-slave-for-any-female-in-India,,,,,,,,,,
Do straight women ever have very short hair?,https://www.quora.com/Do-straight-women-ever-have-very-short-hair,,,,,,,,,,
Do Indian women ever think of solutions when it comes to problems that affect them?,https://www.quora.com/Do-Indian-women-ever-think-of-solutions-when-it-comes-to-problems-that-affect-them,,,,,,,,,,
Why are Indian women getting Americanized?,https://www.quora.com/Why-are-Indian-women-getting-Americanized,,,,,,,,,,
What 3 questions turn women on?,https://www.quora.com/What-3-questions-turn-women-on,,,,,,,,,,
Why do women often giggle during foreplay?,https://www.quora.com/Why-do-women-often-giggle-during-foreplay,,,,,,,,,,
Is there any scientific study that has found positive correlation in promiscuity with women who smoke or have tattoos?,https://www.quora.com/Is-there-any-scientific-study-that-has-found-positive-correlation-in-promiscuity-with-women-who-smoke-or-have-tattoos,,,,,,,,,,
What do girls like?,https://www.quora.com/What-do-girls-like,,,,,,,,,,
How do you marry an insanely attractive woman?,https://www.quora.com/How-do-you-marry-an-insanely-attractive-woman,,,,,,,,,,
Fragrances: How do most women smell exotic throughout the day? What do they use that even men can try?,https://www.quora.com/Fragrances/How-do-most-women-smell-exotic-throughout-the-day-What-do-they-use-that-even-men-can-try,,,,,,,,,,
What do Danish women in their 20s think of Arab guys in their 20s?,https://www.quora.com/What-do-Danish-women-in-their-20s-think-of-Arab-guys-in-their-20s,,,,,,,,,,
Why do some females shake hands with males and some don't do it?,https://www.quora.com/Why-do-some-females-shake-hands-with-males-and-some-dont-do-it,,,,,,,,,,
I am an Asian male. I have low success with women in Europe but have a higher chance of success in Asia. What's a way to clarify my attractiveness among women and those principles?,https://www.quora.com/I-am-an-Asian-male-I-have-low-success-with-women-in-Europe-but-have-a-higher-chance-of-success-in-Asia-Whats-a-way-to-clarify-my-attractiveness-among-women-and-those-principles,,,,,,,,,,
"If 4 men or 8 women can do a piece of work in 15 days, in how many days can 6 men and 12 women do the same piece of work?",https://www.quora.com/If-4-men-or-8-women-can-do-a-piece-of-work-in-15-days-in-how-many-days-can-6-men-and-12-women-do-the-same-piece-of-work,,,,,,,,,,
What do Danish women in their 20s think of Arab guys in their 20s?,https://www.quora.com/What-do-Danish-women-in-their-20s-think-of-Arab-guys-in-their-20s,,,,,,,,,,
What do women think of men with beards?,https://www.quora.com/What-do-women-think-of-men-with-beards,,,,,,,,,,
What does PMS feel like?,https://www.quora.com/What-does-PMS-feel-like,,,,,,,,,,
Is it fair for a woman to slap a guy if he spontaneously ejaculates in his pants by seeing her?,https://www.quora.com/Is-it-fair-for-a-woman-to-slap-a-guy-if-he-spontaneously-ejaculates-in-his-pants-by-seeing-her,,,,,,,,,,
What is the exact date for women to get pregnant?,https://www.quora.com/What-is-the-exact-date-for-women-to-get-pregnant,,,,,,,,,,
Why can't a male and a female be friends only?,https://www.quora.com/Why-cant-a-male-and-a-female-be-friends-only,,,,,,,,,,
"After giving birth, are women more aware of their ovulation time?",https://www.quora.com/After-giving-birth-are-women-more-aware-of-their-ovulation-time,,,,,,,,,,
What are the advantages of being unattractive as a female?,https://www.quora.com/What-are-the-advantages-of-being-unattractive-as-a-female,,,,,,,,,,
Why threaten to expose the users of Ashley Madison and Established Men but not CougarLife?,https://www.quora.com/Why-threaten-to-expose-the-users-of-Ashley-Madison-and-Established-Men-but-not-CougarLife,,,,,,,,,,
Is 40 considered over the hill for women in the U.S.?,https://www.quora.com/Is-40-considered-over-the-hill-for-women-in-the-U-S,,,,,,,,,,
What should I say to a girl I would die for?,https://www.quora.com/What-should-I-say-to-a-girl-I-would-die-for,,,,,,,,,,
Why do girls love flowers so much?,https://www.quora.com/Why-do-girls-love-flowers-so-much,,,,,,,,,,
What is the best way to approach the girl you like without fear?,https://www.quora.com/What-is-the-best-way-to-approach-the-girl-you-like-without-fear,,,,,,,,,,
"Do girls find it attractive when guys attempt to emphasize the ""penis bulge"" in their pants?",https://www.quora.com/Do-girls-find-it-attractive-when-guys-attempt-to-emphasize-the-penis-bulge-in-their-pants,,,,,,,,,,
Why do girls feel odd on phone sex?,https://www.quora.com/Why-do-girls-feel-odd-on-phone-sex,,,,,,,,,,
Why do old women in China like to dance in public?,https://www.quora.com/Why-do-old-women-in-China-like-to-dance-in-public,,,,,,,,,,
Is it true that most male animals are not attracted by female ones except in the relatively short estrus period in a year?,https://www.quora.com/Is-it-true-that-most-male-animals-are-not-attracted-by-female-ones-except-in-the-relatively-short-estrus-period-in-a-year,,,,,,,,,,
Is objectification of women a bad thing according to feminists?,https://www.quora.com/Is-objectification-of-women-a-bad-thing-according-to-feminists,,,,,,,,,,
What are the thoughts of a non-asexual woman when she sees an attractive man?,https://www.quora.com/What-are-the-thoughts-of-a-non-asexual-woman-when-she-sees-an-attractive-man,,,,,,,,,,
Do girls give guys a second chance if the guy got too excited and accidentally sent a creepy text?,https://www.quora.com/Do-girls-give-guys-a-second-chance-if-the-guy-got-too-excited-and-accidentally-sent-a-creepy-text,,,,,,,,,,
Why are some women more attractive to men than others aside from their physical appearance?,https://www.quora.com/Why-are-some-women-more-attractive-to-men-than-others-aside-from-their-physical-appearance,,,,,,,,,,
Will it matter to female voters that Hillary Clinton appears to be fat?,https://www.quora.com/Will-it-matter-to-female-voters-that-Hillary-Clinton-appears-to-be-fat,,,,,,,,,,
Does kissing a woman on her arms make her feel uncomfortable?,https://www.quora.com/Does-kissing-a-woman-on-her-arms-make-her-feel-uncomfortable,,,,,,,,,,
What is ass licking or rimming? Do girls like it?,https://www.quora.com/What-is-ass-licking-or-rimming-Do-girls-like-it,,,,,,,,,,
What do you talk about with girls when their conversations differ from conventional topics?,https://www.quora.com/What-do-you-talk-about-with-girls-when-their-conversations-differ-from-conventional-topics,,,,,,,,,,
What does it exactly mean if a girl tackles you to the ground and peck kisses you on the lips?,https://www.quora.com/What-does-it-exactly-mean-if-a-girl-tackles-you-to-the-ground-and-peck-kisses-you-on-the-lips?srid=tnPa&share=1,,,,,,,,,,
What Is Meant By X,https://www.quora.com/topic/What-Is-Meant-By-X,,,,,,,,,,
"What does it mean when a girl is ignoring me in a group, but laughs more when we talk and make eye contact?",https://www.quora.com/What-does-it-mean-when-a-girl-is-ignoring-me-in-a-group-but-laughs-more-when-we-talk-and-make-eye-contact,,,,,,,,,,
"Question That Contains Assumptions: Generally, why won't women get heart attacks?",https://www.quora.com/Question-That-Contains-Assumptions-1/Generally-why-wont-women-get-heart-attacks,,,,,,,,,,
32 upvotes,https://www.quora.com/api/mobile_expanded_voter_list?type=board_item&key=82lCILJ6ebj,,,,,,,,,,
Should the Treasury have a woman on the bill just to have a woman or should they wait until the right woman for a bill comes along?,https://www.quora.com/Should-the-Treasury-have-a-woman-on-the-bill-just-to-have-a-woman-or-should-they-wait-until-the-right-woman-for-a-bill-comes-along,,,,,,,,,,
"Some blame legislation, culture, parental pressure, tradition, and so on, for discriminating against women in fields of science, politics, and finance. Just why don't women blame themselves for not caring too much ""serious"" stuff comparing to their male counterparts?",https://www.quora.com/Some-blame-legislation-culture-parental-pressure-tradition-and-so-on-for-discriminating-against-women-in-fields-of-science-politics-and-finance-Just-why-dont-women-blame-themselves-for-not-caring-too-much-serious-stuff-comparing-to-their-male-counterparts,,,,,,,,,,
Is it true that politically right people have more attractive women?,https://www.quora.com/Is-it-true-that-politically-right-people-have-more-attractive-women,,,,,,,,,,
Are women these days dressing more and more slutty?,https://www.quora.com/Are-women-these-days-dressing-more-and-more-slutty,,,,,,,,,,
Why do women pierce their bellybutton?,https://www.quora.com/Why-do-women-pierce-their-bellybutton,,,,,,,,,,
How can I get women who are interested in men for sex?,https://www.quora.com/How-can-I-get-women-who-are-interested-in-men-for-sex,,,,,,,,,,
Why do women have beautiful skin?,https://www.quora.com/Why-do-women-have-beautiful-skin,,,,,,,,,,
Is it possible that I'm pregnant if I get my period 4 times in one month?,https://www.quora.com/Is-it-possible-that-Im-pregnant-if-I-get-my-period-4-times-in-one-month,,,,,,,,,,
"Will women slowly pull away if you just continue to ""hang out"" and not make a move?",https://www.quora.com/Will-women-slowly-pull-away-if-you-just-continue-to-hang-out-and-not-make-a-move,,,,,,,,,,
How should women who consider dating a man consider approaching a man's ex-girlfriends in order to get to know more about the man's character?,https://www.quora.com/How-should-women-who-consider-dating-a-man-consider-approaching-a-mans-ex-girlfriends-in-order-to-get-to-know-more-about-the-mans-character,,,,,,,,,,
Are women these days dressing more and more slutty?,https://www.quora.com/Are-women-these-days-dressing-more-and-more-slutty,,,,,,,,,,
What is difference between fondling a teenage breast and an adult breast?,https://www.quora.com/What-is-difference-between-fondling-a-teenage-breast-and-an-adult-breast,,,,,,,,,,
"If a 13 year old girl hasn't hit puberty, will she not think of sex or get a little excited thinking about it?",https://www.quora.com/If-a-13-year-old-girl-hasnt-hit-puberty-will-she-not-think-of-sex-or-get-a-little-excited-thinking-about-it,,,,,,,,,,
My crush keeps sending selfies to her close guy friends. What does this mean?,https://www.quora.com/My-crush-keeps-sending-selfies-to-her-close-guy-friends-What-does-this-mean,,,,,,,,,,
How do you properly ask a girl to touch her breasts?,https://www.quora.com/How-do-you-properly-ask-a-girl-to-touch-her-breasts,,,,,,,,,,
Should prostituition be legalized on the argument that women can control their desires without effort while men cannot?,https://www.quora.com/Should-prostituition-be-legalized-on-the-argument-that-women-can-control-their-desires-without-effort-while-men-cannot,,,,,,,,,,
"Do all women hate questions that begin with ""Do all women""?",https://www.quora.com/Do-all-women-hate-questions-that-begin-with-Do-all-women,,,,,,,,,,
Tips needed for violating other people's privacy while protecting my own,https://menareamystery.quora.com/Tips-needed-for-violating-other-peoples-privacy-while-protecting-my-own,,,,,,,,,,
Women: Why do most guys and some women stare at my lady parts when wearing yoga pants?,https://www.quora.com/Women/Why-do-most-guys-and-some-women-stare-at-my-lady-parts-when-wearing-yoga-pants,,,,,,,,,,
Are males or females better at estimating the length of an object?,https://www.quora.com/Are-males-or-females-better-at-estimating-the-length-of-an-object,,,,,,,,,,
What are things women find logical that men don't or vice versa?,https://www.quora.com/What-are-things-women-find-logical-that-men-dont-or-vice-versa,,,,,,,,,,
"Why does it seem all girls/women walk faster than guys, no matter how short or tall they are?",https://www.quora.com/Why-does-it-seem-all-girls-women-walk-faster-than-guys-no-matter-how-short-or-tall-they-are,,,,,,,,,,
Where would I be likely to meet a woman with a very strong libido?,https://www.quora.com/Where-would-I-be-likely-to-meet-a-woman-with-a-very-strong-libido,,,,,,,,,,
Has any guy ever been asked on a romantic date by a girl?,https://www.quora.com/Has-any-guy-ever-been-asked-on-a-romantic-date-by-a-girl,,,,,,,,,,
Do people ever stop ignoring their ex?,https://www.quora.com/Do-people-ever-stop-ignoring-their-ex,,,,,,,,,,
